solver,solver_label,scenario,map_ids,success,is_collision,iter,reached_waypoints,total_waypoints,elapsed,elapsed_rollout,elapsed_clustering,elapsed_connection,elapsed_guide,final_error,path_points
"log_mppi","Log-MPPI",0,"93;76;51;52;129",0,0,60,2,12,0.039864864,0.039864864,0,0,0,21.72477737,61
